index,tx_timestamp_ms,rx_timestamp_ms,delay_ms,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z
89,35216.9,36030.9,813.977,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
90,35217.9,36031.9,813.978,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
91,35218.9,36032.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
92,35219.9,36033.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
93,35220.9,36034.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
94,35221.9,36035.9,813.98,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
95,35223.1,36036.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
96,35224.1,36037.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
97,35225.1,36038.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
98,35226.1,36039.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
99,35227.1,36040.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
100,35228.1,36041.9,813.771,0.0460471,-0.0857222,0.0627406,0.027394,-0.0532903,0.0415852
